age,education_num,race,sex,hours_per_week
64,10,White,Female,40
27,10,White,Male,55
41,9,White,Female,40
40,4,White,Male,40
53,14,White,Male,38
44,16,White,Male,45
37,3,White,Female,40
46,13,White,Male,60
17,5,White,Male,20
35,9,White,Male,40
36,12,White,Female,40
49,9,White,Male,40
48,15,White,Female,25
26,13,White,Male,40
26,12,White,Female,8
35,9,White,Male,40
29,5,White,Male,40
54,10,White,Male,50
36,10,Black,Male,40
25,13,White,Male,40
18,6,White,Male,25
21,10,Black,Female,20
22,9,Black,Male,40
52,9,White,Male,45
36,10,White,Female,40
25,13,White,Female,60
49,16,White,Male,70
42,10,White,Male,50
37,11,White,Male,54
39,12,White,Male,40
32,13,White,Male,40
53,9,White,Male,40
30,7,White,Male,40
51,10,White,Female,40
62,11,Black,Female,40
38,3,White,Male,40
23,13,White,Male,40
39,9,White,Male,40
37,10,White,Male,40
27,12,White,Female,40
41,10,White,Male,40
47,13,White,Male,40
25,10,Black,Female,40
35,12,White,Female,50
47,9,White,Male,45
30,9,White,Male,40
29,11,White,Male,40
36,11,White,Female,50
42,13,White,Male,60
51,9,Black,Male,40
34,9,White,Male,40
44,9,White,Male,60
27,13,White,Male,41
39,9,Black,Male,40
46,9,White,Male,40
32,9,White,Male,62
31,13,Black,Female,50
23,7,White,Male,35
47,14,White,Male,55
66,13,White,Male,99
26,9,White,Male,40
52,9,White,Male,40
53,7,White,Female,30
48,13,Asian-Pac-Islander,Male,40
37,12,White,Male,50
17,7,White,Female,5
50,11,White,Male,40
28,9,White,Female,40
17,7,Black,Female,40
39,10,Black,Male,40
28,13,Black,Female,40
38,12,White,Male,40
53,9,White,Male,40
28,13,White,Male,40
42,10,White,Male,32
40,5,White,Male,45
20,10,White,Male,40
32,13,White,Male,40
23,13,White,Male,40
25,13,Asian-Pac-Islander,Male,40
41,9,Asian-Pac-Islander,Male,40
42,13,White,Male,40
18,8,White,Male,14
29,13,White,Male,60
36,9,White,Male,50
34,6,White,Male,40
34,9,White,Male,44
48,15,White,Male,50
36,15,White,Male,80
67,9,White,Male,40
53,9,White,Male,40
53,13,White,Male,40
45,16,White,Male,45
22,6,White,Female,35
25,13,White,Male,43
61,10,White,Female,40
31,10,Black,Female,40
47,9,White,Male,38
31,2,White,Male,45
17,5,Other,Female,32
38,10,White,Male,50
23,9,Black,Male,40
42,10,Amer-Indian-Eskimo,Female,40
78,3,Asian-Pac-Islander,Male,36
54,11,White,Male,40
26,13,Asian-Pac-Islander,Female,50
30,9,White,Male,35
46,13,White,Male,40
26,13,Black,Female,45
30,9,White,Female,35
66,16,Black,Male,35
23,9,Black,Male,40
25,10,White,Male,40
32,13,White,Male,40
25,9,White,Male,38
51,7,White,Male,40
24,13,White,Male,40
22,10,White,Female,40
28,9,White,Female,40
29,7,Black,Female,20
26,13,White,Male,40
41,13,White,Male,40
19,10,White,Female,35
39,9,Asian-Pac-Islander,Male,26
51,15,White,Male,50
29,9,Black,Female,20
27,3,White,Male,40
33,13,Black,Male,40
19,9,White,Female,8
67,9,Black,Male,20
41,13,White,Male,45
29,14,White,Male,40
28,9,Black,Male,40
25,10,White,Male,40
21,9,White,Male,36
24,10,White,Male,50
48,7,White,Female,31
46,15,White,Male,60
35,10,White,Male,50
35,13,White,Male,40
50,6,White,Male,40
22,9,White,Female,40
45,10,White,Male,40
62,13,White,Female,40
39,14,White,Male,45
33,9,White,Male,40
22,10,White,Female,30
50,9,White,Male,48
25,7,White,Female,40
44,10,White,Female,40
26,9,White,Male,40
31,14,White,Female,50
56,9,White,Female,15
49,4,White,Male,40
49,8,White,Male,40
46,9,White,Female,43
33,10,Black,Male,40
25,13,White,Female,30
40,12,White,Female,40
72,4,White,Male,30
32,14,White,Male,10
44,13,White,Male,55
48,9,White,Female,30
17,6,White,Female,12
50,11,White,Female,36
61,10,White,Female,34
22,9,Black,Male,40
17,7,White,Male,17
49,15,White,Male,60
26,9,White,Male,50
19,10,White,Male,10
17,8,White,Female,16
38,9,White,Male,40
34,11,Asian-Pac-Islander,Male,40
51,9,White,Male,50
48,9,White,Male,42
63,14,White,Male,50
19,9,White,Female,40
73,10,White,Female,36
51,9,White,Female,43
38,14,Black,Male,40
54,10,White,Male,40
41,9,White,Male,40
65,13,White,Male,40
36,13,White,Male,50
42,4,Other,Male,40
38,10,White,Male,40
20,10,White,Male,40
37,13,White,Male,50
35,9,White,Male,40
51,10,White,Male,40
23,11,White,Female,40
27,13,Black,Female,40
19,10,White,Male,16
37,11,White,Male,42
29,9,White,Male,45
33,2,White,Male,32
60,9,White,Male,40
22,13,White,Male,20
22,10,Black,Male,20
60,11,Black,Female,37
35,7,White,Male,20
45,11,White,Female,40
30,9,Asian-Pac-Islander,Male,40
43,10,White,Male,70
32,14,White,Female,38
35,9,White,Male,42
32,11,Black,Female,40
61,11,Asian-Pac-Islander,Male,40
40,14,White,Female,40
20,6,White,Female,30
42,13,White,Male,60
21,10,White,Female,35
21,10,White,Female,20
26,13,White,Female,40
36,9,White,Male,60
24,13,White,Male,40
47,13,White,Male,57
51,12,White,Male,30
65,9,Black,Female,40
61,13,White,Female,12
67,10,White,Female,25
49,9,White,Male,25
63,9,White,Male,40
58,11,White,Male,48
61,4,White,Female,40
36,9,Black,Male,35
19,10,Asian-Pac-Islander,Male,40
29,10,White,Male,35
43,13,White,Male,40
60,9,Black,Male,55
21,10,White,Male,40
22,9,White,Female,40
33,13,White,Male,65
36,13,Asian-Pac-Islander,Female,50
37,13,White,Male,46
35,12,White,Female,40
17,6,White,Male,30
37,9,White,Male,60
22,9,White,Female,45
28,10,White,Male,40
42,10,White,Female,40
57,9,White,Male,60
26,10,White,Female,65
45,7,Black,Male,50
32,13,White,Male,44
63,10,White,Female,43
22,10,Asian-Pac-Islander,Female,20
36,10,White,Male,55
45,9,White,Female,40
34,15,White,Male,55
27,13,White,Male,60
20,10,White,Female,20
47,9,White,Male,56
46,4,White,Male,52
28,10,White,Female,40
45,9,White,Male,40
26,13,Asian-Pac-Islander,Female,40
32,6,White,Male,45
30,8,White,Female,40
59,6,White,Male,40
58,16,White,Female,43
45,10,White,Male,30
76,10,White,Male,40
38,9,White,Female,40
32,14,Black,Male,40
38,9,White,Male,50
30,12,Black,Female,36
53,11,White,Male,40
41,13,White,Male,40
27,13,White,Male,50
44,12,White,Male,30
35,14,Asian-Pac-Islander,Male,50
36,2,Other,Female,40
51,10,White,Female,10
42,9,White,Male,40
40,13,White,Male,50
45,9,White,Male,40
55,5,White,Female,37
36,4,White,Male,40
57,9,Black,Male,40
27,9,White,Female,45
62,14,White,Male,40
29,13,White,Male,55
38,13,Amer-Indian-Eskimo,Male,30
29,9,White,Male,50
18,10,White,Male,30
19,8,Black,Male,30
32,14,White,Female,40
34,13,White,Male,40
25,12,White,Male,55
34,14,White,Male,35
37,10,White,Male,38
37,9,White,Male,45
18,9,White,Male,25
24,11,White,Male,40
17,8,White,Female,30
35,13,White,Female,40
31,11,Black,Female,32
29,12,White,Male,60
49,9,White,Male,40
71,13,White,Male,10
35,9,White,Male,40
55,9,White,Male,50
37,3,White,Male,40
33,10,Black,Female,18
49,13,White,Male,45
32,9,White,Male,45
63,7,Black,Male,40
39,14,White,Male,40
42,9,White,Male,40
30,14,White,Female,50
30,11,White,Male,40
48,9,White,Male,40
57,13,White,Male,10
56,6,Black,Female,45
28,10,White,Male,40
43,13,White,Male,24
46,9,White,Male,60
60,13,White,Male,45
50,14,White,Female,65
37,15,White,Male,50
41,9,Black,Female,40
38,10,White,Female,38
23,10,White,Female,40
59,10,White,Male,50
72,14,White,Male,60
47,10,White,Female,33
29,11,White,Male,40
35,13,White,Male,60
24,10,White,Male,15
22,9,White,Female,40
24,9,White,Male,40
42,13,White,Male,45
55,13,White,Female,72
40,14,White,Female,20
61,9,Asian-Pac-Islander,Female,40
58,13,White,Male,72
39,9,White,Male,40
45,10,White,Female,50
25,9,White,Male,45
69,16,White,Male,50
36,13,White,Male,60
34,11,White,Male,40
45,13,White,Male,45
27,8,Black,Male,45
28,10,Black,Male,40
27,10,White,Female,60
41,9,White,Female,40
18,9,Black,Female,30
44,13,White,Male,40
47,11,White,Female,45
36,9,White,Male,40
66,1,White,Female,40
33,9,White,Female,45
39,9,White,Male,40
30,9,Black,Male,40
34,9,White,Male,40
62,14,White,Female,32
21,10,White,Female,45
50,14,White,Male,50
30,13,White,Male,60
43,9,White,Male,40
19,10,White,Female,40
26,11,White,Male,50
50,4,White,Male,65
45,14,White,Male,40
46,14,White,Male,50
17,6,White,Male,15
56,4,White,Male,40
25,10,Black,Female,40
47,14,Asian-Pac-Islander,Female,42
23,9,White,Male,45
51,9,White,Female,20
19,10,White,Female,25
33,9,White,Male,40
32,9,White,Female,80
52,9,White,Male,40
36,10,Black,Female,40
34,9,White,Male,40
26,9,White,Female,40
26,8,Other,Male,98
35,10,White,Male,40
58,13,White,Male,40
32,7,White,Male,50
23,10,White,Female,40
28,10,Black,Male,40
20,6,White,Male,35
17,6,White,Male,20
56,9,White,Male,45
26,9,White,Female,40
43,13,White,Female,36
45,10,White,Male,35
34,10,White,Female,50
54,2,White,Male,35
51,9,White,Female,40
58,10,White,Male,60
49,12,White,Female,40
21,11,White,Female,40
44,10,White,Female,40
26,13,White,Female,50
39,13,White,Male,40
19,9,White,Male,40
37,10,White,Male,40
49,9,White,Male,32
45,9,Black,Female,40
60,9,Black,Female,40
28,13,Black,Male,40
23,10,Amer-Indian-Eskimo,Male,30
44,13,White,Female,45
19,10,White,Male,12
37,9,White,Male,40
41,9,White,Male,38
56,13,White,Male,40
44,12,White,Male,54
30,13,Asian-Pac-Islander,Male,36
23,13,White,Female,40
44,9,White,Female,40
38,9,White,Male,70
32,10,White,Male,50
57,14,White,Male,20
35,15,White,Male,50
48,13,White,Male,50
32,10,White,Male,99
76,14,White,Female,15
57,9,Black,Female,30
58,10,White,Female,40
51,14,White,Male,50
50,6,Black,Male,40
38,9,White,Female,25
53,9,White,Male,40
59,4,White,Male,20
23,9,White,Male,40
44,11,White,Male,40
23,13,White,Female,40
23,12,White,Male,20
44,13,White,Male,40
30,9,White,Male,40
28,9,White,Male,40
46,10,White,Female,40
34,1,Black,Female,25
38,13,White,Male,45
26,10,Black,Female,37
39,9,White,Male,40
28,10,Black,Male,40
33,14,Asian-Pac-Islander,Male,19
43,14,White,Female,40
30,13,Asian-Pac-Islander,Female,40
59,14,White,Male,50
26,9,White,Male,45
28,10,Black,Male,24
48,10,White,Male,40
49,13,White,Female,35
41,9,White,Male,40
20,10,White,Female,30
49,9,White,Male,40
37,13,White,Male,40
18,8,White,Female,8
61,9,White,Male,40
26,9,White,Male,48
66,13,White,Male,12
68,14,White,Female,40
27,9,White,Female,40
66,10,White,Male,7
28,6,White,Female,15
26,13,White,Female,40
25,9,Black,Female,40
46,10,White,Male,48
62,13,White,Male,40
35,9,White,Male,40
26,9,White,Male,60
40,9,White,Female,40
31,10,White,Male,45
52,9,White,Male,40
61,9,Black,Male,12
39,7,White,Male,40
25,9,White,Female,40
47,13,White,Male,48
33,13,Other,Male,40
17,7,White,Male,25
26,9,White,Male,45
25,9,White,Male,40
39,9,White,Male,16
33,14,White,Male,45
46,10,Black,Male,40
27,10,White,Female,20
48,9,White,Male,40
29,7,White,Female,5
40,13,White,Male,40
24,13,Black,Male,40
55,13,Other,Male,35
56,9,White,Male,40
25,12,White,Male,30
36,10,White,Male,50
26,9,White,Male,45
37,9,White,Male,44
36,9,White,Male,40
23,7,White,Male,50
25,13,White,Male,60
36,9,Black,Female,40
37,10,White,Male,70
39,12,White,Male,48
35,11,Black,Male,40
33,7,Black,Male,40
31,10,White,Male,46
49,10,White,Male,22
34,13,White,Male,50
40,9,Asian-Pac-Islander,Male,60
27,10,White,Female,40
50,16,White,Male,23
38,8,Black,Female,50
55,13,Black,Male,40
49,4,White,Male,70
40,13,Other,Male,40
42,11,White,Female,30
51,13,White,Male,50
27,13,Asian-Pac-Islander,Female,50
30,9,White,Male,40
70,16,White,Male,20
40,6,Black,Female,40
43,13,White,Male,35
24,9,White,Female,40
22,4,White,Male,40
38,13,White,Male,60
52,9,White,Male,40
32,11,White,Male,50
33,11,White,Female,40
21,9,White,Male,40
27,10,White,Male,50
31,9,White,Male,50
29,14,Asian-Pac-Islander,Female,40
49,3,White,Male,40
61,13,White,Male,7
46,13,White,Male,50
37,7,White,Male,40
56,13,White,Male,40
37,10,White,Male,40
26,9,White,Male,40
31,10,Black,Female,35
36,9,Asian-Pac-Islander,Female,40
52,6,White,Male,45
40,10,White,Male,60
21,9,White,Female,60
63,6,Black,Male,40
30,9,White,Female,40
30,13,White,Male,20
50,13,White,Male,60
41,14,White,Male,45
39,13,White,Male,60
23,9,White,Female,48
52,9,Black,Male,40
17,7,Black,Female,20
46,11,Black,Female,40
26,10,White,Female,42
30,10,White,Male,40
23,10,White,Male,50
21,10,Asian-Pac-Islander,Female,12
39,9,White,Male,55
37,11,Black,Male,40
40,14,White,Male,50
38,10,Black,Female,20
47,13,White,Male,60
20,10,White,Male,35
35,9,White,Male,40
62,13,White,Male,40
32,7,White,Female,15
42,13,White,Male,60
32,6,White,Male,40
27,10,Black,Female,30
53,13,White,Male,45
28,3,White,Male,25
26,9,White,Male,40
47,15,White,Male,45
23,10,Black,Female,40
70,10,White,Male,30
41,13,Asian-Pac-Islander,Male,40
43,14,White,Male,45
65,9,White,Female,25
40,9,White,Male,40
64,9,White,Male,45
40,10,White,Male,45
43,13,White,Male,35
50,9,White,Male,48
19,10,White,Female,30
32,13,Black,Female,60
32,7,White,Male,40
42,7,White,Male,50
41,9,White,Male,40
30,10,White,Female,40
20,10,White,Male,30
45,9,White,Male,40
42,16,White,Male,50
24,12,White,Male,40
43,13,White,Female,50
28,9,Black,Male,40
35,9,White,Female,40
36,9,Black,Male,50
38,9,White,Female,40
32,13,White,Female,35
50,9,White,Male,40
34,9,White,Male,55
35,9,White,Male,40
30,14,White,Female,40
61,3,White,Male,40
27,13,White,Male,38
61,9,Black,Female,40
18,3,White,Male,40
31,9,White,Male,40
31,13,White,Male,60
20,9,Black,Female,40
35,8,White,Male,40
51,9,Black,Male,40
43,10,White,Male,40
18,7,White,Male,20
55,15,White,Male,40
59,9,White,Female,40
21,9,White,Female,40
22,6,White,Female,40
60,10,White,Female,40
49,9,White,Male,40
21,9,White,Female,40
61,9,White,Male,40
64,3,White,Male,40
63,9,White,Male,40
27,13,White,Female,40
23,13,Black,Female,30
41,9,White,Female,45
18,8,Black,Male,25
40,9,White,Female,40
55,13,White,Male,40
17,6,White,Female,12
34,10,White,Male,60
24,13,White,Female,40
30,15,White,Female,45
29,14,Asian-Pac-Islander,Male,60
52,13,White,Male,40
57,10,White,Male,40
38,13,White,Female,45
43,14,White,Female,50
61,10,White,Female,40
38,13,White,Male,65
51,9,Black,Male,40
40,13,White,Male,40
41,10,White,Male,40
19,10,White,Female,20
28,4,White,Male,40
59,10,White,Male,40
32,13,White,Female,40
31,9,White,Male,40
30,12,White,Male,48
54,10,White,Male,40
33,11,White,Male,42
20,10,White,Female,10
27,10,White,Female,40
32,9,White,Male,48
35,9,Black,Female,40
27,7,White,Male,45
40,13,White,Male,46
34,11,White,Male,40
34,12,White,Male,40
38,10,White,Female,25
28,9,Other,Male,40
65,10,White,Male,27
61,10,White,Male,16
18,7,White,Female,25
35,13,White,Male,50
45,13,White,Female,40
68,9,White,Female,20
25,10,White,Male,50
48,15,White,Male,13
19,10,White,Female,40
43,13,Black,Female,50
54,13,White,Male,45
47,13,White,Male,50
25,11,White,Female,40
30,12,White,Male,40
67,10,White,Male,8
35,9,White,Female,40
26,10,White,Male,18
61,9,White,Male,40
54,9,White,Male,32
50,8,Asian-Pac-Islander,Male,40
32,5,White,Female,40
34,9,White,Female,25
36,9,White,Male,40
50,10,White,Male,40
28,7,White,Male,40
22,9,White,Female,19
58,7,White,Male,20
27,3,White,Male,75
62,13,White,Male,38
36,13,White,Male,55
21,10,White,Female,4
41,14,White,Female,45
28,10,White,Male,45
33,13,White,Male,40
54,13,White,Male,45
19,10,Amer-Indian-Eskimo,Female,25
76,4,White,Male,30
25,13,White,Female,25
34,13,White,Male,50
40,13,White,Female,40
22,7,White,Female,30
17,7,White,Male,15
55,10,White,Female,20
51,10,White,Female,40
26,3,Other,Male,40
44,13,White,Male,48
65,6,White,Male,70
54,9,White,Male,40
34,12,White,Male,40
42,9,White,Male,40
26,9,White,Male,70
39,3,Asian-Pac-Islander,Male,40
46,7,Black,Female,40
34,13,White,Male,40
59,9,White,Male,40
20,9,White,Male,50
34,10,White,Male,45
62,9,White,Female,40
51,9,White,Male,20
34,10,White,Male,40
47,13,White,Female,50
21,10,White,Male,20
30,11,White,Male,49
38,9,White,Male,60
45,13,Asian-Pac-Islander,Female,40
23,10,White,Female,35
34,10,White,Male,48
22,8,White,Male,40
31,9,White,Male,40
50,9,White,Male,40
19,2,White,Male,52
28,13,Black,Female,45
23,9,White,Female,50
35,9,White,Male,40
28,9,Black,Male,40
27,10,White,Male,30
46,13,White,Male,55
27,9,White,Male,40
25,6,White,Female,40
34,10,White,Male,70
33,9,White,Male,40
36,10,White,Female,40
30,4,White,Male,48
23,10,White,Female,47
36,3,White,Male,32
29,13,White,Female,45
50,10,White,Male,40
19,8,White,Male,40
20,10,White,Female,40
52,9,White,Male,40
20,9,White,Male,40
22,11,White,Female,40
34,10,White,Male,55
60,10,White,Male,40
19,7,Black,Male,40
59,9,White,Male,20
36,9,White,Male,50
25,9,White,Male,40
49,4,White,Male,70
25,9,White,Female,30
50,7,White,Female,40
44,12,White,Female,43
28,9,White,Female,40
33,10,White,Male,20
40,13,White,Male,50
56,10,White,Male,45
56,10,White,Male,50
23,13,White,Male,42
38,9,Black,Female,40
21,10,White,Female,10
67,4,White,Male,24
54,11,White,Male,40
50,9,Black,Female,40
59,4,White,Male,40
51,7,Black,Female,40
30,9,White,Female,29
42,9,White,Male,40
64,9,White,Female,20
61,13,White,Female,45
26,13,White,Male,40
47,11,White,Male,40
78,10,White,Male,3
24,9,White,Male,50
27,7,White,Male,40
51,14,White,Male,50
46,9,White,Male,40
55,9,White,Male,60
20,10,White,Male,40
30,9,White,Male,50
36,10,White,Male,30
19,9,White,Female,20
30,13,White,Male,40
31,12,White,Male,50
26,9,White,Male,96
59,12,White,Male,35
53,9,White,Male,60
24,10,White,Female,40
24,10,White,Male,54
36,9,White,Female,50
39,14,White,Male,50
53,9,Black,Male,32
75,9,Asian-Pac-Islander,Male,35
36,9,White,Male,50
46,10,White,Male,40
56,9,White,Male,40
29,9,Black,Male,40
60,5,White,Male,49
58,9,White,Male,38
67,9,White,Male,55
35,10,White,Male,38
39,10,White,Male,80
37,10,White,Male,50
54,10,White,Male,50
63,15,White,Male,30
47,7,White,Female,38
23,13,White,Female,40
55,9,White,Male,45
49,7,White,Female,40
39,11,White,Male,40
23,9,White,Male,40
19,10,White,Female,12
44,14,White,Male,40
25,11,Amer-Indian-Eskimo,Female,40
35,11,Black,Male,40
23,9,White,Female,40
48,11,White,Male,40
48,10,White,Male,40
44,9,Black,Female,40
55,13,White,Female,25
33,9,White,Male,50
18,8,White,Male,20
24,13,White,Male,30
32,12,White,Male,56
24,13,White,Female,20
44,13,White,Male,70
27,13,White,Male,45
39,12,White,Male,40
26,6,White,Male,40
34,14,White,Male,40
38,14,White,Male,65
41,14,White,Male,75
73,13,Asian-Pac-Islander,Male,5
32,9,White,Male,50
56,14,Black,Male,40
59,13,White,Male,50
44,10,White,Male,60
35,13,Asian-Pac-Islander,Male,40
52,9,Other,Male,40
30,10,White,Male,50
23,13,White,Male,40
43,9,White,Female,43
61,9,White,Male,50
38,9,White,Female,35
68,6,White,Male,16
41,14,White,Male,50
42,10,White,Male,40
48,5,Amer-Indian-Eskimo,Female,20
19,9,White,Female,40
31,7,Asian-Pac-Islander,Male,40
40,12,White,Male,50
32,13,Asian-Pac-Islander,Female,40
51,9,White,Male,40
44,13,White,Male,40
23,13,White,Female,30
30,7,White,Male,35
44,13,White,Female,45
24,9,White,Male,60
34,9,White,Male,60
17,7,White,Male,12
61,14,Asian-Pac-Islander,Male,45
30,13,White,Male,40
45,13,White,Male,40
22,11,White,Female,40
49,10,White,Male,40
39,12,White,Female,45
39,9,Black,Male,40
34,10,White,Female,40
52,10,White,Male,40
24,11,White,Female,40
38,13,White,Male,45
19,7,White,Male,40
24,9,White,Female,30
25,12,White,Male,43
71,4,White,Male,10
27,9,Black,Female,40
28,11,Black,Female,40
54,11,Black,Male,38
18,7,Black,Female,10
49,9,Black,Male,40
36,9,White,Female,25
57,9,White,Male,50
56,14,White,Male,40
17,6,White,Male,20
30,9,White,Male,50
41,6,White,Female,40
26,9,White,Male,40
61,6,White,Male,48
50,10,White,Male,40
24,9,White,Male,45
44,7,White,Female,40
38,14,White,Female,40
61,4,Black,Female,40
25,13,White,Male,50
34,9,White,Male,70
38,10,White,Male,40
42,9,White,Male,55
17,6,Black,Male,20
48,4,White,Male,40
38,14,White,Male,40
52,9,White,Male,50
55,11,White,Female,40
41,9,White,Male,20
45,3,White,Female,35
49,4,Asian-Pac-Islander,Male,45
19,10,White,Male,20
39,13,White,Male,45
43,10,White,Male,45
42,10,White,Male,65
17,7,White,Male,12
30,12,Black,Female,25
61,14,White,Female,70
48,14,White,Male,40
60,9,White,Male,40
57,9,White,Male,40
27,3,White,Male,45
24,9,White,Male,48
41,8,White,Male,84
42,9,White,Male,40
34,13,White,Female,15
22,5,Black,Female,36
47,9,White,Female,43
50,9,White,Male,40
30,9,White,Male,40
38,13,White,Male,45
31,9,White,Male,55
44,10,White,Female,45
34,10,White,Male,38
52,9,Black,Male,40
34,9,White,Male,50
31,10,White,Male,40
68,10,White,Female,20
22,9,White,Female,40
42,13,White,Female,35
37,9,White,Male,35
36,9,White,Male,35
38,10,White,Female,30
72,9,White,Male,55
40,3,White,Male,40
19,10,White,Male,30
55,11,White,Male,50
30,12,White,Male,40
52,13,White,Female,40
29,13,White,Male,45
41,10,Black,Male,4
29,13,White,Female,45
24,13,White,Female,20
46,15,White,Male,45
44,9,White,Male,60
17,6,Black,Female,15
35,11,White,Female,35
38,9,White,Male,40
36,5,White,Male,40
24,7,White,Male,60
38,13,White,Male,99
19,7,White,Female,40
30,9,White,Male,45
36,11,Amer-Indian-Eskimo,Male,40
27,10,White,Male,45
27,12,White,Male,40
66,4,White,Male,30
65,10,Black,Male,40
37,14,Black,Female,40
17,7,White,Male,30
19,10,White,Male,40
57,3,Black,Male,50
54,14,White,Female,30
21,10,White,Female,40
43,9,White,Male,40
50,9,White,Male,40
38,7,White,Male,48
31,9,White,Male,40
41,15,White,Female,38
20,10,White,Female,40
28,13,White,Female,15
62,5,White,Male,35
41,8,Black,Female,40
37,9,White,Male,45
53,10,White,Male,30
28,13,White,Male,50
23,14,White,Female,30
46,9,White,Male,35
28,9,White,Female,45
50,6,White,Female,40
19,10,White,Male,45
84,4,Black,Male,10
48,15,White,Male,35
61,9,White,Female,20
44,10,White,Male,42
32,9,Asian-Pac-Islander,Female,60
25,10,White,Male,35
47,10,White,Female,40
19,10,White,Female,15
37,10,White,Male,17
28,9,Asian-Pac-Islander,Female,40
34,12,White,Female,40
32,10,White,Female,35
24,10,White,Male,30
22,10,Asian-Pac-Islander,Female,25
30,10,Black,Male,99
56,14,White,Male,40
30,13,White,Male,40
28,10,White,Female,26
40,10,White,Male,68
28,10,White,Male,45
39,8,White,Male,40
33,9,White,Male,40
23,10,Asian-Pac-Islander,Male,40
32,10,White,Male,55
37,9,White,Male,40
71,3,Asian-Pac-Islander,Female,75
30,10,White,Male,40
20,10,White,Female,40
53,9,White,Male,50
42,9,White,Male,45
44,13,White,Male,56
26,14,White,Female,40
21,10,White,Female,16
37,9,Black,Female,40
36,13,White,Female,40
25,9,White,Female,40
54,16,White,Male,43
38,13,White,Male,50
29,9,White,Male,40
20,10,White,Male,38
32,9,White,Male,50
24,12,White,Male,20
59,9,White,Male,40
56,13,White,Male,40
40,9,White,Male,84
35,13,White,Male,40
38,13,White,Female,40
24,10,White,Female,20
30,10,White,Male,40
61,9,White,Male,40
36,2,White,Male,40
20,10,Asian-Pac-Islander,Female,20
36,9,White,Female,40
45,13,White,Female,40
22,13,White,Female,40
31,9,White,Male,40
34,9,White,Male,40
24,7,White,Male,40
42,5,Black,Male,35
23,13,White,Male,25
46,15,White,Female,40
60,15,White,Male,70
40,10,Black,Female,40
55,9,White,Female,40
47,14,White,Male,40
28,9,White,Male,43
55,15,White,Male,60
47,14,White,Male,40
54,14,White,Male,52
32,7,White,Female,60
38,12,White,Male,40
61,10,White,Female,40
62,14,Asian-Pac-Islander,Male,40
29,10,White,Male,40
26,9,Black,Female,32
19,10,White,Male,50
40,6,White,Male,40
36,9,White,Male,40
42,9,White,Male,45
55,14,Asian-Pac-Islander,Female,40
55,9,Black,Female,35
43,13,White,Male,40
39,9,White,Male,40
38,10,White,Male,45
28,9,White,Female,40
36,10,White,Female,40
49,10,White,Male,50
41,10,Black,Female,40
60,4,White,Female,40
35,13,White,Male,70
36,13,White,Female,40
51,9,White,Male,40
23,9,White,Male,40
51,9,White,Male,40
17,7,White,Female,18
33,10,White,Male,25
50,9,White,Male,40
38,8,White,Male,40
18,9,White,Female,35
26,9,White,Male,40
21,10,White,Female,47
26,9,White,Male,52
30,9,White,Female,40
39,10,White,Female,20
33,9,Black,Male,40
42,10,White,Male,38
28,15,White,Female,50
20,9,White,Male,35
66,13,Black,Female,25
31,10,Asian-Pac-Islander,Male,50
36,10,White,Male,40
39,12,White,Male,40
52,9,White,Male,40
61,4,White,Male,40
27,9,White,Male,40
45,9,White,Female,50
21,5,Amer-Indian-Eskimo,Male,40
25,9,White,Female,40
24,10,White,Female,25
38,12,White,Male,55
51,10,White,Male,24
29,13,White,Female,50
45,9,White,Female,38
59,6,White,Male,50
41,9,White,Male,40
23,13,White,Female,40
43,10,White,Male,45
17,7,White,Male,20
32,13,White,Male,50
42,11,White,Male,40
68,14,White,Male,40
55,9,White,Male,40
43,9,White,Male,40
61,9,White,Male,40
28,9,White,Male,40
47,9,White,Female,60
21,4,White,Male,40
39,10,White,Male,40
39,7,White,Male,46
34,10,Black,Male,40
57,5,White,Male,40
27,13,Black,Male,40
21,10,Black,Female,12
25,3,White,Male,40
51,10,White,Male,50
35,13,Black,Female,40
19,10,White,Male,12
27,13,White,Male,55
34,10,Black,Female,35
33,9,White,Female,32
36,9,White,Male,40
33,13,White,Male,35
60,13,White,Male,40
42,10,White,Male,50
47,9,Black,Female,40
42,9,White,Male,75
34,10,White,Male,65
21,9,White,Female,32
30,14,White,Male,15
53,14,White,Female,50
34,9,White,Male,40
37,13,White,Male,40
27,9,Black,Female,40
31,13,White,Male,40
30,10,White,Female,40
33,9,White,Male,45
41,10,White,Male,40
23,10,White,Male,30
65,10,White,Female,40
30,9,White,Female,40
51,11,White,Male,55
30,10,White,Male,40
49,14,White,Male,45
37,9,White,Male,30
42,9,White,Male,40
62,11,White,Female,45
67,9,White,Male,35
31,10,White,Male,40
50,13,White,Male,20
33,13,Asian-Pac-Islander,Male,40
27,10,White,Male,40
31,11,White,Male,40
35,10,Amer-Indian-Eskimo,Male,40
55,10,White,Male,6
54,13,White,Female,35
56,13,White,Male,48
21,11,White,Female,40
66,4,White,Female,20
46,9,White,Male,50
23,13,White,Female,38
43,14,White,Female,45
40,9,White,Male,55
52,3,White,Male,40
59,13,White,Male,50
36,11,Black,Female,40
33,9,White,Male,40
20,9,White,Male,40
21,9,White,Male,35
59,6,White,Female,40
42,14,White,Male,50
62,9,White,Female,43
54,9,White,Male,40
35,4,White,Female,30
36,12,White,Female,40
21,9,White,Female,45
30,9,White,Female,14
46,10,White,Male,40
32,3,Asian-Pac-Islander,Female,40
21,10,White,Male,64
